,Formatted Date,Temperature (C)
12,2006-04-10 13:00:00+02:00,20.04444444444444
13,2006-04-10 14:00:00+02:00,21.05
14,2006-04-10 15:00:00+02:00,21.18333333333333
15,2006-04-10 16:00:00+02:00,20.11666666666666
16,2006-04-10 17:00:00+02:00,20.216666666666665
